Timestamp,BodyID,Joint_,Position_x_,Position_y_,Position_z_
0.0,0,0,-1230.0,0.0,7792.0
0.0,0,22,-1618.0,-38.0,7790.0
0.0,0,23,-1503.0,473.0,6959.0
0.0,0,25,-1444.0,1249.0,6252.0
0.0,0,18,-857.0,84.0,7789.0
0.0,0,19,-946.0,538.0,6953.0
0.0,0,21,-1020.9999999999999,1324.0,6249.0
0.0,0,1,-1220.0,-161.0,8348.0
0.0,0,2,-1210.0,-360.0,8911.0
0.0,0,3,-1232.0,-627.0,9322.0
0.0,0,26,-1224.0,-413.0,9418.0
0.0,0,5,-689.0,-196.0,8886.0
0.0,0,6,-501.0,309.0,8329.0
0.0,0,7,-532.0,305.0,7830.0
0.0,0,12,-1744.0,-324.0,8901.0
0.0,0,13,-1897.0,140.0,8336.0
0.0,0,14,-1870.0,201.0,7834.0
0.00833988469601677,0,0,-1229.0,-2.0,7792.0
0.00833988469601677,0,22,-1617.0,-38.0,7790.0
0.00833988469601677,0,23,-1503.0,472.0,6959.0
0.00833988469601677,0,25,-1444.0,1250.0,6252.0
0.00833988469601677,0,18,-856.0,85.0,7789.0
0.00833988469601677,0,19,-946.0,538.0,6953.0
0.00833988469601677,0,21,-1022.0,1326.0,6249.0
0.00833988469601677,0,1,-1218.0,-161.0,8347.0
0.00833988469601677,0,2,-1209.0,-359.0,8911.0
0.00833988469601677,0,3,-1231.0,-626.0,9322.0
0.00833988469601677,0,26,-1223.0,-412.0,9417.0
0.00833988469601677,0,5,-687.0,-195.0,8886.0
0.00833988469601677,0,6,-501.0,310.0,8328.0
0.00833988469601677,0,7,-532.0,306.0,7829.0
0.00833988469601677,0,12,-1744.0,-324.0,8901.0
0.00833988469601677,0,13,-1896.0,142.0,8336.0
0.00833988469601677,0,14,-1869.0,203.0,7833.0
0.01667976939203354,0,0,-1228.0,-2.0,7792.0
0.01667976939203354,0,22,-1616.0,-38.0,7790.0
0.01667976939203354,0,23,-1503.0,472.0,6959.0
0.01667976939203354,0,25,-1443.0,1250.0,6252.0
0.01667976939203354,0,18,-855.0,85.0,7789.0
0.01667976939203354,0,19,-945.0,539.0,6953.0
0.01667976939203354,0,21,-1022.0,1327.0,6249.0
0.01667976939203354,0,1,-1217.0,-161.0,8347.0
0.01667976939203354,0,2,-1208.0,-360.0,8911.0
0.01667976939203354,0,3,-1229.0,-625.0,9322.0
0.01667976939203354,0,26,-1222.0,-411.0,9417.0
0.01667976939203354,0,5,-686.0,-195.0,8886.0
0.01667976939203354,0,6,-501.0,312.0,8328.0
0.01667976939203354,0,7,-531.0,305.0,7829.0
0.01667976939203354,0,12,-1743.0,-325.0,8901.0
0.01667976939203354,0,13,-1895.0,142.0,8336.0
0.01667976939203354,0,14,-1869.0,203.0,7832.0
0.025019654088050312,0,0,-1227.0,-2.0,7792.0
0.025019654088050312,0,22,-1615.0,-38.0,7790.0
0.025019654088050312,0,23,-1503.0,471.0,6959.0
0.025019654088050312,0,25,-1442.0,1250.0,6252.0
0.025019654088050312,0,18,-854.0,85.0,7789.0
0.025019654088050312,0,19,-944.0,539.0,6953.0
0.025019654088050312,0,21,-1022.0,1328.0,6249.0
0.025019654088050312,0,1,-1216.0,-161.0,8347.0
0.025019654088050312,0,2,-1207.0,-360.0,8911.0
0.025019654088050312,0,3,-1228.0,-625.0,9322.0
0.025019654088050312,0,26,-1220.0,-411.0,9417.0
0.025019654088050312,0,5,-685.0,-195.0,8886.0
0.025019654088050312,0,6,-501.0,312.0,8328.0
0.025019654088050312,0,7,-530.0,305.0,7828.0
0.025019654088050312,0,12,-1741.0,-325.0,8902.0
0.025019654088050312,0,13,-1894.0,142.0,8336.0
0.025019654088050312,0,14,-1869.0,203.0,7831.0
0.03335953878406708,0,0,-1226.0,-2.0,7792.0
0.03335953878406708,0,22,-1614.0,-38.0,7790.0
0.03335953878406708,0,23,-1503.0,470.0,6959.0
0.03335953878406708,0,25,-1442.0,1250.0,6251.0
0.03335953878406708,0,18,-853.0,84.0,7788.0
0.03335953878406708,0,19,-944.0,539.0,6953.0
0.03335953878406708,0,21,-1022.0,1329.0,6249.0
0.03335953878406708,0,1,-1215.0,-161.0,8347.0
0.03335953878406708,0,2,-1206.0,-360.0,8911.0
0.03335953878406708,0,3,-1227.0,-625.0,9323.0
0.03335953878406708,0,26,-1219.0,-411.0,9417.0
0.03335953878406708,0,5,-684.0,-195.0,8886.0
0.03335953878406708,0,6,-501.0,313.0,8327.0
0.03335953878406708,0,7,-529.0,304.0,7828.0
0.03335953878406708,0,12,-1740.0,-326.0,8902.0
0.03335953878406708,0,13,-1893.0,143.0,8336.0
0.03335953878406708,0,14,-1869.0,202.0,7830.0
0.041699423480083854,0,0,-1225.0,-2.0,7792.0
0.041699423480083854,0,22,-1613.0,-38.0,7790.0
0.041699423480083854,0,23,-1503.0,469.0,6959.0
0.041699423480083854,0,25,-1442.0,1249.0,6251.0
0.041699423480083854,0,18,-852.0,84.0,7788.0
0.041699423480083854,0,19,-943.0,539.0,6953.0
0.041699423480083854,0,21,-1022.9999999999999,1330.0,6249.0
0.041699423480083854,0,1,-1213.0,-161.0,8346.0
0.041699423480083854,0,2,-1205.0,-360.0,8910.0
0.041699423480083854,0,3,-1225.0,-625.0,9322.0
0.041699423480083854,0,26,-1218.0,-410.0,9417.0
0.041699423480083854,0,5,-682.0,-195.0,8886.0
0.041699423480083854,0,6,-500.0,314.0,8327.0
0.041699423480083854,0,7,-528.0,303.0,7828.0
0.041699423480083854,0,12,-1738.0,-326.0,8902.0
0.041699423480083854,0,13,-1892.0,143.0,8336.0
0.041699423480083854,0,14,-1869.0,202.0,7829.0
0.050039308176100625,0,0,-1224.0,-2.0,7791.0
0.050039308176100625,0,22,-1611.0,-39.0,7790.0
0.050039308176100625,0,23,-1502.0,468.0,6958.0
0.050039308176100625,0,25,-1442.0,1249.0,6251.0
0.050039308176100625,0,18,-851.0,83.0,7788.0
0.050039308176100625,0,19,-942.0,538.0,6953.0
0.050039308176100625,0,21,-1022.9999999999999,1331.0,6249.0
0.050039308176100625,0,1,-1212.0,-161.0,8346.0
0.050039308176100625,0,2,-1203.0,-360.0,8910.0
0.050039308176100625,0,3,-1224.0,-625.0,9322.0
